date,meantemp
01/06/2016,36
02/06/2016,37.5625
03/06/2016,37.5625
04/06/2016,38.2
05/06/2016,36.16666667
06/06/2016,35.42857143
07/06/2016,34.625
08/06/2016,36.07142857
09/06/2016,35.73333333
10/06/2016,36.13333333
11/06/2016,33.4375
12/06/2016,35.5
13/06/2016,36
14/06/2016,32.625
15/06/2016,34.73333333
16/06/2016,33.5
17/06/2016,34.1875
18/06/2016,35.85714286
19/06/2016,35.625
20/06/2016,30.9375
21/06/2016,32.875
22/06/2016,33.125
23/06/2016,33.84615385
24/06/2016,36.4375
25/06/2016,35.42857143
26/06/2016,34.86666667
27/06/2016,34.3125
28/06/2016,30.78571429
29/06/2016,35.375
30/06/2016,35.46666667
01/07/2016,32.125
02/07/2016,28.4
03/07/2016,29.5625
04/07/2016,30.6875
05/07/2016,33.25
06/07/2016,33.26666667
07/07/2016,33.5
08/07/2016,30.8
09/07/2016,33.25
10/07/2016,32.5625
11/07/2016,31.5
12/07/2016,30.5
13/07/2016,31.25
14/07/2016,30.4375
15/07/2016,31
16/07/2016,27.125
17/07/2016,28.125
18/07/2016,27.66666667
19/07/2016,32.3125
20/07/2016,34.1875
21/07/2016,34.13333333
22/07/2016,34.125
23/07/2016,31.875
24/07/2016,31.4375
25/07/2016,31.9375
26/07/2016,30.3125
27/07/2016,28.3125
28/07/2016,29.53333333
29/07/2016,27.375
30/07/2016,27.33333333
31/07/2016,29.26666667
01/08/2016,29.125
02/08/2016,30.6875
03/08/2016,32.5625
04/08/2016,33.11111111
05/08/2016,33.8
06/08/2016,30.06666667
07/08/2016,33.11764706
08/08/2016,33.80952381
09/08/2016,31.61538462
10/08/2016,32
11/08/2016,28.10714286
12/08/2016,29.03571429
13/08/2016,30.32142857
14/08/2016,28.93333333
15/08/2016,31.67857143
16/08/2016,31.33333333
17/08/2016,29.92857143
18/08/2016,29.88888889
19/08/2016,32.07142857
20/08/2016,33.18518519
21/08/2016,31.59259259
22/08/2016,32.18518519
23/08/2016,31.48
24/08/2016,30.17857143
25/08/2016,31.52
26/08/2016,31.22222222
27/08/2016,31.78571429
28/08/2016,33.4
29/08/2016,29.57142857
30/08/2016,30.04
31/08/2016,27.25925926
01/09/2016,27.96
02/09/2016,30.73913043
03/09/2016,30.89473684
04/09/2016,31.69230769
05/09/2016,31.07692308
06/09/2016,30.375
07/09/2016,31.1
08/09/2016,31.91666667
09/09/2016,30.55555556
10/09/2016,31.23076923
11/09/2016,31
12/09/2016,31.64285714
13/09/2016,32.53333333
14/09/2016,30.85714286
15/09/2016,31.72727273
16/09/2016,31.4
17/09/2016,32.30769231
18/09/2016,32.25
19/09/2016,32.375
20/09/2016,33.44444444
21/09/2016,33.36
22/09/2016,30.03703704
23/09/2016,31
24/09/2016,31.24
25/09/2016,31.13043478
26/09/2016,31.48
27/09/2016,32.18518519
28/09/2016,32.44
29/09/2016,32.22727273
30/09/2016,32.21428571
01/10/2016,32.54166667
02/10/2016,32.81481481
03/10/2016,33.26923077
04/10/2016,30.55555556
05/10/2016,28.83333333
06/10/2016,30.7037037
07/10/2016,30.96
08/10/2016,30.6
09/10/2016,30.92
10/10/2016,29.77777778
11/10/2016,29.66666667
12/10/2016,29.57142857
13/10/2016,29.96296296
14/10/2016,29.75
15/10/2016,27.74074074
16/10/2016,28.42857143
17/10/2016,28.6
18/10/2016,28.5
19/10/2016,28.92592593
20/10/2016,29.07692308
21/10/2016,28.40909091
22/10/2016,29.33333333
23/10/2016,27.5
24/10/2016,28.5
25/10/2016,28.04
26/10/2016,27.57692308
27/10/2016,26.55555556
28/10/2016,25.51851852
29/10/2016,25.81481481
30/10/2016,24.82608696
31/10/2016,24.53846154
01/11/2016,24.38461538
02/11/2016,23.72727273
03/11/2016,25.64
04/11/2016,24.81481481
05/11/2016,23.11538462
06/11/2016,22.92592593
07/11/2016,24.54545455
08/11/2016,23.73076923
09/11/2016,23
10/11/2016,23.51851852
11/11/2016,23.92
12/11/2016,23.53846154
13/11/2016,24.2962963
14/11/2016,23.34615385
15/11/2016,22.24
16/11/2016,21.76923077
17/11/2016,21.73076923
18/11/2016,21.73076923
19/11/2016,20.66666667
20/11/2016,22.25
21/11/2016,21.53846154
22/11/2016,22.57894737
23/11/2016,22.82608696
24/11/2016,21.42105263
25/11/2016,23.6
26/11/2016,24.29411765
27/11/2016,23.63636364
28/11/2016,22.45454545
29/11/2016,21.61111111
30/11/2016,19.86956522
01/12/2016,19.75
02/12/2016,19.20833333
03/12/2016,21.20833333
04/12/2016,18.9
05/12/2016,18.63636364
06/12/2016,18.53846154
07/12/2016,18.25
08/12/2016,16.9
09/12/2016,19.41666667
10/12/2016,16.44444444
11/12/2016,20.04166667
12/12/2016,19.90909091
13/12/2016,19.05
14/12/2016,18.55555556
15/12/2016,18.16666667
16/12/2016,15.83333333
17/12/2016,17.5
18/12/2016,16.08333333
19/12/2016,17.85714286
20/12/2016,19.8
21/12/2016,18.05
22/12/2016,17.28571429
23/12/2016,15.55
24/12/2016,17.31818182
25/12/2016,14
26/12/2016,17.14285714
27/12/2016,16.85
28/12/2016,17.2173913
29/12/2016,15.23809524
30/12/2016,14.0952381
31/12/2016,15.05263158
